0,0,0,0,0,0,0,0,0,0,0
0.1,4.543615,15.534579,5.619857,1.278774,3.898092,2.187011,0,16.393119,0,0
0.2,2.814466,0,3.673097,0,0,0.470376,0,1.92021,2.472515,0
0.3,0,0,2.620564,2.386751,6.982974,0,0,8.256529,3.402711,0
0.4,0,1.592028,0,0,7.055209,9.523823,0,0,0,0
0.5,0,0,3.319921,9.973195,0,3.300336,0.176977,7.990004,0,0
0.6,0,0,0,7.170657,0,12.156515,0,0,0,1.039929
0.7,0,0,0,5.310147,0,7.462793,0,0,0,0
0.8,6.352484,0,0,7.842253,0,15.403884,0,9.420213,11.206645,2.976736
0.9,17.052981,0,0,0,0,5.97145,0,0,7.491238,0
1,9.167899,12.287941,9.721085,0,6.882319,6.254069,0,0,0,5.295264
1.1,0,12.64953,0,0.412474,1.731236,0.527338,0,4.198039,0,0
1.2,0,0.323197,8.84497,6.614646,0,10.940694,0,11.305945,6.579847,8.754734
1.3,0,2.628715,0,5.397986,0,9.195062,0,16.992357,0,0
1.4,0,0.764295,8.408335,0,17.443766,3.199242,4.138809,0,6.718177,2.969752
1.5,0,0.056777,9.37929,1.057684,2.583132,2.169346,0,0.090189,6.018316,0
1.6,3.146453,5.151753,7.626208,0,2.684929,0,6.388705,0,4.376533,9.506467
1.7,0,17.0359,0,0,11.06735,8.168245,20.779207,8.109096,0,0
1.8,0,1.039667,5.186167,2.751807,0,12.014206,0,10.342697,11.120381,1.779609
1.9,0,11.37907,2.008373,0,0,0,0,5.363161,7.978962,0
2,4.73086,3.817477,14.624744,0,4.402902,11.264709,0,0,3.348805,0.631635
2.1,11.414123,8.097776,0,5.273882,0,0,0,0,17.925269,3.39425
2.2,0,0,8.907049,0,0,0,14.443846,4.099117,6.323143,0
2.3,0,4.062499,26.089031,0,0,0.60611,1.705346,0,4.979594,0
2.4,1.435495,0,0,0,0,8.472439,7.024242,0,3.13112,4.328716
2.5,0,0,0,0,0,0,0,0,0,0
2.6,7.183822,0,12.042157,0,6.6134,13.360354,0,1.916608,10.137548,0
2.7,0,2.205995,0,0,0,0,13.064551,0,1.460826,0
2.8,0,1.394556,0.40849,0,0,10.611382,0,2.903859,10.866969,3.532203
2.9,0.989525,4.168183,0.275462,3.879792,0,0,7.481377,0,0,0
3,2.569474,0,4.128357,1.901566,0,14.618146,0,0,1.78433,9.637515
3.1,6.106174,0,0.823529,3.452652,3.895044,0,0,0,0,6.104678
3.2,0,0,0,0,0,0,0.236153,0,0,11.521446
3.3,0,12.800685,9.484692,0,2.84576,0,2.442599,5.619095,0,9.685015
3.4,0,4.992419,0,0,0,0,4.791026,0,0,2.964074
3.5,10.766219,0,0,3.693633,0,0,0,0,0,0
3.6,0,0,0,0,0,0,0,0,0,3.52354
3.7,4.435709,0,0,8.608608,0,0,7.444275,0,10.790185,0
3.8,0,0,0,0,5.001822,0,0.53936,0,0,10.11472
3.9,3.604831,0,0,8.111084,0,0,0,0,18.922025,10.387728
4,18.935368,1.290341,13.603999,0,0,12.732427,0,3.10608,2.424228,10.630986
4.1,0,1.798772,6.165647,0,11.644885,0,8.698024,0,0,23.13648
4.2,0.516607,0,0,7.843061,13.097326,2.18548,0,0,7.965611,0
4.3,0,15.45463,5.512327,0,4.935994,0,0,0,12.334942,0
4.4,0,0,8.94086,0,7.793207,0,0,0,15.766459,0
4.5,4.269997,0,3.405324,9.34965,0,0,0,0,0,0
4.6,1.062472,0,5.158599,0.244891,18.400665,1.849998,1.147737,0,7.568967,2.151478
4.7,0.568109,1.130476,0,1.378223,7.857639,0,7.444741,0,2.602743,0
4.8,0,0,0,0,0,0,1.401873,0,4.141688,0
4.9,0,0,1.826906,1.397035,2.435254,4.071886,10.487459,9.912886,0,0
5,5.019156,9.428191,1.648427,0,0,0,0,0,4.532523,9.150012
5.1,0,3.017845,0,1.360754,0,5.681506,0,11.278468,2.752498,4.876166
5.2,0,3.877549,2.698901,1.794271,0,0,0,3.733537,4.775715,0
5.3,12.0827,0,0,0,0,0,0,0,0,6.332854
5.4,0,12.832741,4.529738,9.648292,14.242835,0,0.649303,0,0,0
5.5,0,0,0,2.270338,15.712631,13.070105,2.5528,0,2.349049,7.996884
5.6,0,3.462479,0,0,18.532392,0,8.045864,0,7.873987,0
5.7,4.941198,1.060442,0.416199,0.037561,0,6.528297,6.71827,0.400985,4.747631,0
5.8,3.4801,3.359013,0,6.145226,4.026947,6.2911,13.937064,0,0,0
5.9,0,0,2.707855,0,9.333878,0,0,0,0,8.925899
6,2.694293,0,2.762697,0,0,0,0,2.94151,15.292493,0
6.1,4.183878,0,3.146263,8.878992,0,0,0,0,0,3.889699
6.2,4.267396,0,0,0,0,7.611468,0,12.375335,12.387018,10.519143
6.3,0,0,0,9.284678,2.414989,0,0,0,0.895167,0.538937
6.4,0,0,0,9.098282,0,14.623018,3.837169,0,7.357363,0
6.5,6.304928,0,11.272053,3.457916,0,0,0,0,0,0
6.6,0,9.639975,0,0.000954,6.208856,5.232974,0,0,0,0.987959
6.7,5.513305,0,0,0,3.89972,0,9.944313,0,0,22.75669
6.8,1.793333,0,0,8.827105,7.999791,0,0.473902,0,8.973233,8.587706
6.9,0,1.837145,0,4.504215,0,5.669189,0,0,0,0
7,0.337907,0,10.324687,6.516301,0,0,0,0,0,0
7.1,0,2.36385,15.350367,14.523348,0,16.020877,2.679383,0,0,10.181875
7.2,0,0,1.792717,0,0,3.060717,6.299202,0,8.33336,1.436093
7.3,0,0,4.762672,3.014149,0,16.944625,9.110958,14.461434,6.483764,0
7.4,9.867825,0,0,7.91453,14.841199,0,0,21.399333,2.978772,0
7.5,0,0,3.373647,1.55853,9.4101,0,9.163877,0,13.632248,0
7.6,9.813041,0,0,3.003621,6.896418,0,6.608203,0,0,0
7.7,0,0,0,1.916429,0,1.374813,4.257212,0,3.033036,0.395786
7.8,2.06466,0,0,0,0,1.106548,0,0,3.044377,5.241635
7.9,0,0,0,0,13.206167,6.167839,0,3.348336,11.927459,11.349524
8,0,1.816494,5.145147,7.845434,15.202152,0,0,0,0,6.609247
8.1,17.574646,11.903173,0,0,4.956585,12.483383,1.251518,1.498306,0,0
8.2,0,0,0,0,0,2.61213,3.722521,0,3.250476,0
8.3,4.248746,4.536848,15.629846,0,0,0.222858,1.859936,5.860144,0,0
8.4,5.318722,3.576523,0,14.024471,0,0,2.09205,0.452301,0,0
8.5,2.942193,0.072769,4.16614,4.100725,0,3.652059,0,17.856369,0,0.748128
8.6,0,0,3.583937,0,12.975544,0,4.855545,12.441648,2.172501,14.978713
8.7,0,10.417614,0,3.324014,0,8.565138,4.987388,0,0.459938,8.982781
8.8,2.915241,0,4.902115,0,0,6.658613,11.826365,0,10.961498,0.304259
8.9,0,0,11.31316,10.314596,6.123512,14.666543,2.632251,8.893183,0,1.158748
9,0,4.574397,0,2.481052,0,0,1.741917,0,0,0
9.1,5.67216,0,10.006718,0,0,4.220602,8.508402,0.491518,0,0
9.2,5.468211,0,0,0,0,0,0,0,0,0
9.3,0.631517,8.249343,0,0,7.162187,0,0,8.06134,0,0
9.4,7.546536,0.293757,0.679146,0,8.513546,0,0,4.836343,3.074201,0
9.5,6.820614,6.232696,0,0,1.949222,0,0,0,0,0
9.6,5.393608,4.624679,12.051201,4.393587,12.402228,0,17.503914,0,12.686048,0
9.7,0.468427,2.251546,0,0,2.43456,0,7.969008,0,6.567832,0
9.8,12.469353,8.988451,0,5.909666,1.891852,0,0,0,8.035127,8.390915
9.9,16.936116,0,0,0,0,0,0,4.535344,0,0
10,0,0,0,10.232297,1.210729,0,0,3.327621,0,0
10.1,0,0,4.85834,0,0,11.400123,0,6.732442,0,5.332917
10.2,6.736345,14.416963,0,0,0,12.670015,12.373413,0.371763,8.466638,2.617891
10.3,7.948433,0,0,0,0,0,0,0,2.611631,7.055164
10.4,0,4.665477,0,5.001371,8.27101,0.452119,0,0,0,0
10.5,0,3.559142,0,1.442878,0,2.081553,0,0,3.050729,0
10.6,0,3.649183,0,0,0,2.498316,0,0,14.642421,1.344837
10.7,10.847921,0,0,12.960162,5.489823,0,4.806102,6.844674,0,0
10.8,0,0,10.113568,0,0.691963,5.385275,0,0,0,3.154341
10.9,0,20.056471,2.176647,3.521169,3.100665,0.229182,5.025613,0,0,0
11,0,1.340105,0,3.616679,9.597203,4.080579,0.264528,0,0,0
11.1,5.452477,1.484725,0,0,0,0,19.431921,7.463639,0,0
11.2,0,0,0,0,12.744651,10.889033,0.078998,0,6.027188,0
11.3,0,0,3.494228,0,0,0,0,10.802308,0,0
11.4,9.941154,13.054918,6.707493,1.272096,14.325056,0,17.391619,0,4.822868,0.075282
11.5,0,16.798351,13.917977,2.829899,0,0,11.743231,0,13.837502,0
11.6,8.039968,0.501983,7.20146,10.278168,0,2.049051,0,7.56744,0,0.42437
11.7,0,6.982234,0,0,0,6.75512,0,6.388726,2.86042,0
11.8,0,10.747767,9.646238,9.036287,1.922971,0,0,0,2.900644,0
11.9,0,2.505435,4.403627,0,3.448867,0,0,0,0,0
